,TICKER,EST_DATE,MEASURE,FPI,MEANEST,ACT_DATE,ACTUAL
1967,GOOG,20111020,EPS,1,0.92,20111231,0.901
2013,GOOG,20111020,EPS,2,1.09,20121231,0.9955
2100,GOOG,20111020,EPS,5,1.84,20151231,1.4795
1968,GOOG,20111117,EPS,1,0.92,20111231,0.901
2014,GOOG,20111117,EPS,2,1.1,20121231,0.9955
2101,GOOG,20111117,EPS,5,1.84,20151231,1.4795
1969,GOOG,20111215,EPS,1,0.92,20111231,0.901
2015,GOOG,20111215,EPS,2,1.1,20121231,0.9955
2102,GOOG,20111215,EPS,5,1.84,20151231,1.4795
1991,GOOG,20120119,EPS,1,1.1,20121231,0.9955
2040,GOOG,20120119,EPS,2,1.29,20131231,1.0973
1992,GOOG,20120216,EPS,1,1.06,20121231,0.9955
2041,GOOG,20120216,EPS,2,1.25,20131231,1.0973
2103,GOOG,20120216,EPS,5,1.8,20161231,1.717
1993,GOOG,20120315,EPS,1,1.06,20121231,0.9955
2042,GOOG,20120315,EPS,2,1.24,20131231,1.0973
2104,GOOG,20120315,EPS,5,1.66,20161231,1.717
1994,GOOG,20120419,EPS,1,1.09,20121231,0.9955
2043,GOOG,20120419,EPS,2,1.27,20131231,1.0973
2105,GOOG,20120419,EPS,5,1.71,20161231,1.717
1995,GOOG,20120517,EPS,1,1.09,20121231,0.9955
2044,GOOG,20120517,EPS,2,1.27,20131231,1.0973
2106,GOOG,20120517,EPS,5,1.71,20161231,1.717
1996,GOOG,20120614,EPS,1,1.08,20121231,0.9955
2045,GOOG,20120614,EPS,2,1.26,20131231,1.0973
2107,GOOG,20120614,EPS,5,1.71,20161231,1.717
1997,GOOG,20120719,EPS,1,1.08,20121231,0.9955
2046,GOOG,20120719,EPS,2,1.26,20131231,1.0973
2108,GOOG,20120719,EPS,5,1.86,20161231,1.717
1998,GOOG,20120816,EPS,1,1.06,20121231,0.9955
2047,GOOG,20120816,EPS,2,1.23,20131231,1.0973
2109,GOOG,20120816,EPS,5,1.95,20161231,1.717
1999,GOOG,20120920,EPS,1,1.06,20121231,0.9955
2048,GOOG,20120920,EPS,2,1.24,20131231,1.0973
2110,GOOG,20120920,EPS,5,1.95,20161231,1.717
2000,GOOG,20121018,EPS,1,1.07,20121231,0.9955
2049,GOOG,20121018,EPS,2,1.24,20131231,1.0973
2111,GOOG,20121018,EPS,5,1.88,20161231,1.717
2001,GOOG,20121115,EPS,1,1.0,20121231,0.9955
2050,GOOG,20121115,EPS,2,1.16,20131231,1.0973
2112,GOOG,20121115,EPS,5,1.74,20161231,1.717
2002,GOOG,20121220,EPS,1,1.0,20121231,0.9955
2051,GOOG,20121220,EPS,2,1.16,20131231,1.0973
2113,GOOG,20121220,EPS,5,1.74,20161231,1.717
2003,GOOG,20130117,EPS,1,1.0,20121231,0.9955
2052,GOOG,20130117,EPS,2,1.15,20131231,1.0973
2114,GOOG,20130117,EPS,5,1.71,20161231,1.717
2028,GOOG,20130214,EPS,1,1.14,20131231,1.0973
2067,GOOG,20130214,EPS,2,1.33,20141231,1.279
2115,GOOG,20130214,EPS,5,1.88,20171231,1.6005
2029,GOOG,20130314,EPS,1,1.14,20131231,1.0973
2068,GOOG,20130314,EPS,2,1.33,20141231,1.279
2116,GOOG,20130314,EPS,5,1.89,20171231,1.6005
2030,GOOG,20130418,EPS,1,1.14,20131231,1.0973
2069,GOOG,20130418,EPS,2,1.34,20141231,1.279
2117,GOOG,20130418,EPS,5,1.94,20171231,1.6005
2031,GOOG,20130516,EPS,1,1.14,20131231,1.0973
2070,GOOG,20130516,EPS,2,1.33,20141231,1.279
2118,GOOG,20130516,EPS,5,1.99,20171231,1.6005
2032,GOOG,20130620,EPS,1,1.15,20131231,1.0973
2071,GOOG,20130620,EPS,2,1.33,20141231,1.279
2119,GOOG,20130620,EPS,5,2.05,20171231,1.6005
2033,GOOG,20130718,EPS,1,1.15,20131231,1.0973
2072,GOOG,20130718,EPS,2,1.33,20141231,1.279
2120,GOOG,20130718,EPS,5,2.04,20171231,1.6005
2034,GOOG,20130815,EPS,1,1.09,20131231,1.0973
2073,GOOG,20130815,EPS,2,1.28,20141231,1.279
2121,GOOG,20130815,EPS,5,2.02,20171231,1.6005
2035,GOOG,20130919,EPS,1,1.09,20131231,1.0973
2074,GOOG,20130919,EPS,2,1.28,20141231,1.279
2122,GOOG,20130919,EPS,5,2.02,20171231,1.6005
2036,GOOG,20131017,EPS,1,1.09,20131231,1.0973
2075,GOOG,20131017,EPS,2,1.28,20141231,1.279
2123,GOOG,20131017,EPS,5,2.01,20171231,1.6005
2037,GOOG,20131114,EPS,1,1.1,20131231,1.0973
2076,GOOG,20131114,EPS,2,1.3,20141231,1.279
2124,GOOG,20131114,EPS,5,2.04,20171231,1.6005
2038,GOOG,20131219,EPS,1,1.1,20131231,1.0973
2077,GOOG,20131219,EPS,2,1.3,20141231,1.279
2125,GOOG,20131219,EPS,5,2.04,20171231,1.6005
2039,GOOG,20140116,EPS,1,1.11,20131231,1.0973
2078,GOOG,20140116,EPS,2,1.31,20141231,1.279
2126,GOOG,20140116,EPS,5,2.06,20171231,1.6005
2065,GOOG,20140220,EPS,1,1.3,20141231,1.279
2090,GOOG,20140220,EPS,2,1.53,20151231,1.4795
2127,GOOG,20140220,EPS,5,1.95,20181231,2.185
2066,GOOG,20140320,EPS,1,1.29,20141231,1.279
2091,GOOG,20140320,EPS,2,1.52,20151231,1.4795
2128,GOOG,20140320,EPS,5,1.95,20181231,2.185
2129,GOOG,20141016,EPS,1,1.28,20141231,1.279
2142,GOOG,20141016,EPS,2,1.48,20151231,1.479
2130,GOOG,20141120,EPS,1,1.28,20141231,1.279
2143,GOOG,20141120,EPS,2,1.47,20151231,1.479
2131,GOOG,20141218,EPS,1,1.28,20141231,1.279
2144,GOOG,20141218,EPS,2,1.47,20151231,1.479
2132,GOOG,20150115,EPS,1,1.28,20141231,1.279
2145,GOOG,20150115,EPS,2,1.47,20151231,1.479
2133,GOOG,20150514,EPS,1,1.41,20151231,1.479
2158,GOOG,20150514,EPS,2,1.64,20161231,1.717
2239,GOOG,20150514,EPS,5,2.39,20191231,2.458
2134,GOOG,20150618,EPS,1,1.42,20151231,1.479
2159,GOOG,20150618,EPS,2,1.64,20161231,1.717
2240,GOOG,20150618,EPS,5,2.39,20191231,2.458
2135,GOOG,20150716,EPS,1,1.42,20151231,1.479
2160,GOOG,20150716,EPS,2,1.64,20161231,1.717
2241,GOOG,20150716,EPS,5,2.4,20191231,2.458
2136,GOOG,20150820,EPS,1,1.45,20151231,1.479
2161,GOOG,20150820,EPS,2,1.69,20161231,1.717
2242,GOOG,20150820,EPS,5,2.46,20191231,2.458
2137,GOOG,20150917,EPS,1,1.44,20151231,1.479
2162,GOOG,20150917,EPS,2,1.69,20161231,1.717
2243,GOOG,20150917,EPS,5,2.48,20191231,2.458
2138,GOOG,20151015,EPS,1,1.44,20151231,1.479
2163,GOOG,20151015,EPS,2,1.68,20161231,1.717
2244,GOOG,20151015,EPS,5,2.44,20191231,2.458
2139,GOOG,20151119,EPS,1,1.45,20151231,1.479
2164,GOOG,20151119,EPS,2,1.71,20161231,1.717
2245,GOOG,20151119,EPS,5,2.57,20191231,2.458
2140,GOOG,20151217,EPS,1,1.45,20151231,1.479
2165,GOOG,20151217,EPS,2,1.71,20161231,1.717
2246,GOOG,20151217,EPS,5,2.58,20191231,2.458
2141,GOOG,20160114,EPS,1,1.45,20151231,1.479
2166,GOOG,20160114,EPS,2,1.71,20161231,1.717
2247,GOOG,20160114,EPS,5,2.58,20191231,2.458
2146,GOOG,20160218,EPS,1,1.73,20161231,1.717
2179,GOOG,20160218,EPS,2,2.02,20171231,1.6125
2272,GOOG,20160218,EPS,5,3.0,20201231,2.9305
2147,GOOG,20160317,EPS,1,1.73,20161231,1.717
2180,GOOG,20160317,EPS,2,2.02,20171231,1.6125
2273,GOOG,20160317,EPS,5,2.99,20201231,2.9305
2148,GOOG,20160414,EPS,1,1.73,20161231,1.717
2181,GOOG,20160414,EPS,2,2.02,20171231,1.6125
2274,GOOG,20160414,EPS,5,2.99,20201231,2.9305
2149,GOOG,20160519,EPS,1,1.68,20161231,1.717
2182,GOOG,20160519,EPS,2,1.98,20171231,1.6125
2275,GOOG,20160519,EPS,5,2.95,20201231,2.9305
2150,GOOG,20160616,EPS,1,1.68,20161231,1.717
2183,GOOG,20160616,EPS,2,1.98,20171231,1.6125
2276,GOOG,20160616,EPS,5,2.95,20201231,2.9305
2151,GOOG,20160714,EPS,1,1.67,20161231,1.717
2184,GOOG,20160714,EPS,2,1.98,20171231,1.6125
2277,GOOG,20160714,EPS,5,3.0,20201231,2.9305
2152,GOOG,20160818,EPS,1,1.71,20161231,1.717
2185,GOOG,20160818,EPS,2,2.03,20171231,1.6125
2278,GOOG,20160818,EPS,5,2.91,20201231,2.9305
2153,GOOG,20160915,EPS,1,1.71,20161231,1.717
2186,GOOG,20160915,EPS,2,2.03,20171231,1.6125
2279,GOOG,20160915,EPS,5,2.91,20201231,2.9305
2154,GOOG,20161020,EPS,1,1.71,20161231,1.717
2187,GOOG,20161020,EPS,2,2.03,20171231,1.6125
2280,GOOG,20161020,EPS,5,3.01,20201231,2.9305
2155,GOOG,20161117,EPS,1,1.72,20161231,1.717
2188,GOOG,20161117,EPS,2,2.05,20171231,1.6125
2281,GOOG,20161117,EPS,5,3.0,20201231,2.9305
2156,GOOG,20161215,EPS,1,1.72,20161231,1.717
2189,GOOG,20161215,EPS,2,2.05,20171231,1.6125
2282,GOOG,20161215,EPS,5,3.04,20201231,2.9305
2157,GOOG,20170119,EPS,1,1.72,20161231,1.717
2190,GOOG,20170119,EPS,2,2.06,20171231,1.6125
2283,GOOG,20170119,EPS,5,3.09,20201231,2.9305
2167,GOOG,20170216,EPS,1,1.67,20171231,1.6125
2203,GOOG,20170216,EPS,2,1.94,20181231,2.185
2308,GOOG,20170216,EPS,5,2.83,20211231,5.61
2168,GOOG,20170316,EPS,1,1.67,20171231,1.6125
2204,GOOG,20170316,EPS,2,1.96,20181231,2.185
2309,GOOG,20170316,EPS,5,2.97,20211231,5.61
2169,GOOG,20170420,EPS,1,1.66,20171231,1.6125
2205,GOOG,20170420,EPS,2,1.96,20181231,2.185
2310,GOOG,20170420,EPS,5,2.96,20211231,5.61
2170,GOOG,20170518,EPS,1,1.69,20171231,1.6125
2206,GOOG,20170518,EPS,2,2.01,20181231,2.185
2311,GOOG,20170518,EPS,5,3.2,20211231,5.61
2171,GOOG,20170615,EPS,1,1.7,20171231,1.6125
2207,GOOG,20170615,EPS,2,2.01,20181231,2.185
2312,GOOG,20170615,EPS,5,3.05,20211231,5.61
2172,GOOG,20170720,EPS,1,1.69,20171231,1.6125
2208,GOOG,20170720,EPS,2,2.01,20181231,2.185
2313,GOOG,20170720,EPS,5,2.96,20211231,5.61
2173,GOOG,20170817,EPS,1,1.53,20171231,1.6125
2209,GOOG,20170817,EPS,2,2.01,20181231,2.185
2314,GOOG,20170817,EPS,5,3.1,20211231,5.61
2174,GOOG,20170914,EPS,1,1.53,20171231,1.6125
2210,GOOG,20170914,EPS,2,2.0,20181231,2.185
2315,GOOG,20170914,EPS,5,3.1,20211231,5.61
2175,GOOG,20171019,EPS,1,1.53,20171231,1.6125
2211,GOOG,20171019,EPS,2,2.01,20181231,2.185
2316,GOOG,20171019,EPS,5,3.16,20211231,5.61
2176,GOOG,20171116,EPS,1,1.61,20171231,1.6125
2212,GOOG,20171116,EPS,2,2.07,20181231,2.185
2317,GOOG,20171116,EPS,5,3.49,20211231,5.61
2177,GOOG,20171214,EPS,1,1.61,20171231,1.6125
2213,GOOG,20171214,EPS,2,2.08,20181231,2.185
2318,GOOG,20171214,EPS,5,3.38,20211231,5.61
2178,GOOG,20180118,EPS,1,1.62,20171231,1.6125
2214,GOOG,20180118,EPS,2,2.08,20181231,2.185
2319,GOOG,20180118,EPS,5,3.28,20211231,5.61
2191,GOOG,20180215,EPS,1,2.08,20181231,2.185
2227,GOOG,20180215,EPS,2,2.42,20191231,2.458
2192,GOOG,20180315,EPS,1,2.07,20181231,2.185
2228,GOOG,20180315,EPS,2,2.42,20191231,2.458
2193,GOOG,20180419,EPS,1,2.07,20181231,2.185
2229,GOOG,20180419,EPS,2,2.42,20191231,2.458
2194,GOOG,20180517,EPS,1,2.21,20181231,2.185
2230,GOOG,20180517,EPS,2,2.36,20191231,2.458
2195,GOOG,20180614,EPS,1,2.21,20181231,2.185
2231,GOOG,20180614,EPS,2,2.37,20191231,2.458
2196,GOOG,20180719,EPS,1,2.2,20181231,2.185
2232,GOOG,20180719,EPS,2,2.37,20191231,2.458
2197,GOOG,20180816,EPS,1,1.97,20181231,2.185
2233,GOOG,20180816,EPS,2,2.4,20191231,2.458
2198,GOOG,20180920,EPS,1,1.97,20181231,2.185
2234,GOOG,20180920,EPS,2,2.4,20191231,2.458
2199,GOOG,20181018,EPS,1,1.97,20181231,2.185
2235,GOOG,20181018,EPS,2,2.4,20191231,2.458
2200,GOOG,20181115,EPS,1,2.09,20181231,2.185
2236,GOOG,20181115,EPS,2,2.35,20191231,2.458
2201,GOOG,20181220,EPS,1,2.09,20181231,2.185
2237,GOOG,20181220,EPS,2,2.36,20191231,2.458
2202,GOOG,20190117,EPS,1,2.1,20181231,2.185
2238,GOOG,20190117,EPS,2,2.36,20191231,2.458
2215,GOOG,20190214,EPS,1,2.35,20191231,2.458
2260,GOOG,20190214,EPS,2,2.73,20201231,2.9305
2216,GOOG,20190314,EPS,1,2.35,20191231,2.458
2261,GOOG,20190314,EPS,2,2.73,20201231,2.9305
2217,GOOG,20190418,EPS,1,2.35,20191231,2.458
2262,GOOG,20190418,EPS,2,2.74,20201231,2.9305
2218,GOOG,20190516,EPS,1,2.27,20191231,2.458
2263,GOOG,20190516,EPS,2,2.69,20201231,2.9305
2219,GOOG,20190620,EPS,1,2.27,20191231,2.458
2264,GOOG,20190620,EPS,2,2.69,20201231,2.9305
2220,GOOG,20190718,EPS,1,2.28,20191231,2.458
2265,GOOG,20190718,EPS,2,2.69,20201231,2.9305
2221,GOOG,20190815,EPS,1,2.44,20191231,2.458
2266,GOOG,20190815,EPS,2,2.79,20201231,2.9305
2222,GOOG,20190919,EPS,1,2.44,20191231,2.458
2267,GOOG,20190919,EPS,2,2.79,20201231,2.9305
2223,GOOG,20191017,EPS,1,2.44,20191231,2.458
2268,GOOG,20191017,EPS,2,2.79,20201231,2.9305
2224,GOOG,20191114,EPS,1,2.32,20191231,2.458
2269,GOOG,20191114,EPS,2,2.71,20201231,2.9305
2225,GOOG,20191219,EPS,1,2.32,20191231,2.458
2270,GOOG,20191219,EPS,2,2.71,20201231,2.9305
2226,GOOG,20200116,EPS,1,2.32,20191231,2.458
2271,GOOG,20200116,EPS,2,2.72,20201231,2.9305
2248,GOOG,20200220,EPS,1,2.7,20201231,2.9305
2296,GOOG,20200220,EPS,2,3.13,20211231,5.61
2249,GOOG,20200319,EPS,1,2.67,20201231,2.9305
2297,GOOG,20200319,EPS,2,3.1,20211231,5.61
2250,GOOG,20200416,EPS,1,2.38,20201231,2.9305
2298,GOOG,20200416,EPS,2,2.89,20211231,5.61
2251,GOOG,20200514,EPS,1,2.1,20201231,2.9305
2299,GOOG,20200514,EPS,2,2.76,20211231,5.61
2252,GOOG,20200618,EPS,1,2.1,20201231,2.9305
2300,GOOG,20200618,EPS,2,2.75,20211231,5.61
2253,GOOG,20200716,EPS,1,2.1,20201231,2.9305
2301,GOOG,20200716,EPS,2,2.75,20211231,5.61
